season_t,season_t1,season_pair,franchise_id,team_t,team_t1,clutch_possessions_t,clutch_possessions_t1,clutch_games_t,clutch_games_t1,clutch_net_rating_t,clutch_net_rating_t1,non_clutch_net_rating_t,non_clutch_net_rating_t1,all_net_rating_t,all_net_rating_t1,clutch_minus_non_clutch_net_t,clutch_minus_non_clutch_net_t1,clutch_minus_all_net_t,clutch_minus_all_net_t1,eligible_default
2010-11,2011-12,2010-11->2011-12,1610612741,CHI,CHI,374.0,200.0,44,28,17.766,13.351,7.254,8.682,7.771,8.832,10.511,4.669,9.995,4.52,True
2010-11,2011-12,2010-11->2011-12,1610612739,CLE,CLE,276.0,237.0,38,30,8.719,-3.071,-10.172,-7.836,-9.492,-7.648,18.891,4.765,18.211,4.578,True
2010-11,2011-12,2010-11->2011-12,1610612742,DAL,DAL,322.0,300.0,48,31,29.507,2.299,3.28,1.086,4.358,1.147,26.227,1.213,25.15,1.151,True
2010-11,2011-12,2010-11->2011-12,1610612743,DEN,DEN,284.0,377.0,46,34,5.688,-2.122,4.882,3.501,4.917,3.16,0.806,-5.623,0.771,-5.282,True
2010-11,2011-12,2010-11->2011-12,1610612765,DET,DET,358.0,241.0,43,30,-4.19,-8.83,-3.646,-4.844,-3.673,-5.004,-0.544,-3.986,-0.517,-3.826,True
2010-11,2011-12,2010-11->2011-12,1610612744,GSW,GSW,331.0,318.0,43,38,1.784,-17.593,-2.476,-2.615,-2.302,-3.38,4.26,-14.978,4.086,-14.213,True
2010-11,2011-12,2010-11->2011-12,1610612745,HOU,HOU,408.0,337.0,52,42,-12.576,6.559,3.105,-0.186,2.285,0.174,-15.68,6.746,-14.861,6.385,True
2010-11,2011-12,2010-11->2011-12,1610612754,IND,IND,273.0,291.0,33,30,-8.059,21.408,-0.676,2.45,-0.932,3.348,-7.383,18.958,-7.126,18.06,True
2010-11,2011-12,2010-11->2011-12,1610612746,LAC,LAC,309.0,387.0,44,40,-1.077,-1.04,-3.293,2.952,-3.204,2.699,2.216,-3.992,2.127,-3.74,True
2010-11,2011-12,2010-11->2011-12,1610612747,LAL,LAL,311.0,374.0,38,42,9.346,18.943,6.171,0.225,6.298,1.345,3.175,18.718,3.048,17.598,True
2010-11,2011-12,2010-11->2011-12,1610612763,MEM,MEM,415.0,311.0,44,41,-6.829,12.921,3.026,1.59,2.494,2.164,-9.855,11.331,-9.323,10.757,True
2010-11,2011-12,2010-11->2011-12,1610612748,MIA,MIA,304.0,264.0,42,29,10.728,10.373,7.641,6.231,7.765,6.402,3.088,4.142,2.964,3.97,True
2010-11,2011-12,2010-11->2011-12,1610612749,MIL,MIL,380.0,258.0,47,40,-4.436,-11.019,-0.56,0.875,-0.76,0.388,-3.876,-11.894,-3.676,-11.406,True
2010-11,2011-12,2010-11->2011-12,1610612750,MIN,MIN,293.0,298.0,41,40,-38.715,-3.228,-5.475,-2.111,-6.744,-2.162,-33.24,-1.117,-31.971,-1.066,True
2010-11,2011-12,2010-11->2011-12,1610612751,NJN,NJN,438.0,221.0,52,32,-6.181,-17.388,-6.887,-5.875,-6.842,-6.311,0.707,-11.513,0.661,-11.077,True
2010-11,2011-12,2010-11->2011-12,1610612740,NOH,NOH,417.0,321.0,47,40,10.518,-11.922,0.422,-3.559,0.974,-4.011,10.096,-8.362,9.544,-7.911,True
2010-11,2011-12,2010-11->2011-12,1610612752,NYK,NYK,344.0,225.0,45,30,-4.039,6.139,1.197,3.123,0.97,3.236,-5.236,3.016,-5.01,2.903,True
2010-11,2011-12,2010-11->2011-12,1610612760,OKC,OKC,513.0,322.0,51,32,13.896,5.55,3.253,6.381,3.921,6.343,10.643,-0.831,9.975,-0.792,True
2010-11,2011-12,2010-11->2011-12,1610612753,ORL,ORL,354.0,249.0,43,33,0.106,14.918,5.897,-0.026,5.632,0.593,-5.791,14.944,-5.526,14.325,True
2010-11,2011-12,2010-11->2011-12,1610612755,PHI,PHI,400.0,196.0,43,27,-10.384,-14.573,2.12,5.212,1.474,4.556,-12.503,-19.785,-11.858,-19.129,True
2010-11,2011-12,2010-11->2011-12,1610612756,PHX,PHX,442.0,188.0,47,33,0.372,-14.433,-0.877,0.388,-0.81,-0.072,1.248,-14.821,1.182,-14.361,True
2010-11,2011-12,2010-11->2011-12,1610612757,POR,POR,363.0,260.0,47,32,13.111,-3.682,1.005,-0.808,1.584,-0.907,12.106,-2.875,11.528,-2.775,True
2010-11,2011-12,2010-11->2011-12,1610612758,SAC,SAC,411.0,268.0,51,32,-18.667,7.527,-4.825,-6.402,-5.542,-5.784,-13.842,13.929,-13.125,13.311,True
2010-11,2011-12,2010-11->2011-12,1610612759,SAS,SAS,295.0,276.0,38,31,7.598,15.755,6.077,7.309,6.126,7.654,1.522,8.445,1.473,8.101,True
2010-11,2011-12,2010-11->2011-12,1610612761,TOR,TOR,298.0,281.0,42,34,-19.919,-26.083,-5.952,-2.837,-6.495,-3.922,-13.967,-23.247,-13.424,-22.162,True
2010-11,2011-12,2010-11->2011-12,1610612762,UTA,UTA,373.0,409.0,41,41,8.505,-1.642,-2.39,0.694,-1.84,0.523,10.895,-2.336,10.345,-2.165,True
2010-11,2011-12,2010-11->2011-12,1610612764,WAS,WAS,323.0,190.0,39,26,-15.577,-20.27,-7.43,-4.495,-7.767,-4.975,-8.147,-15.775,-7.81,-15.295,True
2011-12,2012-13,2011-12->2012-13,1610612737,ATL,ATL,363.0,322.0,35,40,18.082,14.637,2.976,-0.336,3.842,0.319,15.106,14.973,14.24,14.318,True
2011-12,2012-13,2011-12->2012-13,1610612738,BOS,BOS,240.0,424.0,31,39,0.811,-2.675,2.681,-0.342,2.613,-0.463,-1.87,-2.333,-1.801,-2.212,True
2011-12,2012-13,2011-12->2012-13,1610612766,CHA,CHA,157.0,315.0,24,40,-33.365,-4.764,-14.529,-10.139,-15.027,-9.919,-18.836,5.375,-18.338,5.155,True
2011-12,2012-13,2011-12->2012-13,1610612741,CHI,CHI,200.0,369.0,28,48,13.351,6.692,8.682,0.191,8.832,0.499,4.669,6.501,4.52,6.193,True
2011-12,2012-13,2011-12->2012-13,1610612739,CLE,CLE,237.0,409.0,30,49,-3.071,-7.113,-7.836,-4.891,-7.648,-5.009,4.765,-2.222,4.578,-2.104,True
2011-12,2012-13,2011-12->2012-13,1610612742,DAL,DAL,300.0,418.0,31,47,2.299,-1.201,1.086,-0.6,1.147,-0.632,1.213,-0.601,1.151,-0.569,True
2011-12,2012-13,2011-12->2012-13,1610612743,DEN,DEN,377.0,446.0,34,47,-2.122,11.513,3.501,4.751,3.16,5.121,-5.623,6.762,-5.282,6.392,True
2011-12,2012-13,2011-12->2012-13,1610612765,DET,DET,241.0,285.0,30,37,-8.83,-3.342,-4.844,-4.523,-5.004,-4.475,-3.986,1.181,-3.826,1.133,True
2011-12,2012-13,2011-12->2012-13,1610612744,GSW,GSW,318.0,342.0,38,40,-17.593,7.967,-2.615,0.598,-3.38,0.912,-14.978,7.37,-14.213,7.056,True
2011-12,2012-13,2011-12->2012-13,1610612745,HOU,HOU,337.0,298.0,42,42,6.559,2.036,-0.186,3.544,0.174,3.489,6.746,-1.509,6.385,-1.453,True
2011-12,2012-13,2011-12->2012-13,1610612754,IND,IND,291.0,338.0,30,43,21.408,11.663,2.45,4.038,3.348,4.38,18.958,7.625,18.06,7.283,True
2011-12,2012-13,2011-12->2012-13,1610612746,LAC,LAC,387.0,258.0,40,32,-1.04,-0.214,2.952,7.195,2.699,6.937,-3.992,-7.409,-3.74,-7.151,True
2011-12,2012-13,2011-12->2012-13,1610612747,LAL,LAL,374.0,326.0,42,44,18.943,12.653,0.225,0.599,1.345,1.119,18.718,12.054,17.598,11.534,True
2011-12,2012-13,2011-12->2012-13,1610612763,MEM,MEM,311.0,334.0,41,45,12.921,7.52,1.59,4.39,2.164,4.505,11.331,3.13,10.757,3.015,True
2011-12,2012-13,2011-12->2012-13,1610612748,MIA,MIA,264.0,351.0,29,40,10.373,33.118,6.231,7.019,6.402,8.177,4.142,26.099,3.97,24.941,True
2011-12,2012-13,2011-12->2012-13,1610612749,MIL,MIL,258.0,368.0,40,44,-11.019,2.483,0.875,-1.907,0.388,-1.713,-11.894,4.39,-11.406,4.196,True
2011-12,2012-13,2011-12->2012-13,1610612750,MIN,MIN,298.0,280.0,40,41,-3.228,-7.472,-2.111,-2.021,-2.162,-2.219,-1.117,-5.451,-1.066,-5.253,True
2011-12,2012-13,2011-12->2012-13,1610612751,NJN,BKN,221.0,339.0,32,40,-17.388,-0.874,-5.875,2.183,-6.311,2.035,-11.513,-3.057,-11.077,-2.909,True
2011-12,2012-13,2011-12->2012-13,1610612740,NOH,NOH,321.0,297.0,40,42,-11.922,-23.325,-3.559,-3.549,-4.011,-4.37,-8.362,-19.777,-7.911,-18.955,True
2011-12,2012-13,2011-12->2012-13,1610612752,NYK,NYK,225.0,265.0,30,38,6.139,5.911,3.123,4.39,3.236,4.453,3.016,1.521,2.903,1.459,True
2011-12,2012-13,2011-12->2012-13,1610612760,OKC,OKC,322.0,298.0,32,37,5.55,10.076,6.381,9.843,6.343,9.851,-0.831,0.233,-0.792,0.225,True
2011-12,2012-13,2011-12->2012-13,1610612753,ORL,ORL,249.0,329.0,33,43,14.918,-17.414,-0.026,-6.958,0.593,-7.409,14.944,-10.456,14.325,-10.005,True
2011-12,2012-13,2011-12->2012-13,1610612755,PHI,PHI,196.0,260.0,27,42,-14.573,-5.769,5.212,-3.643,4.556,-3.718,-19.785,-2.126,-19.129,-2.051,True
2011-12,2012-13,2011-12->2012-13,1610612756,PHX,PHX,188.0,305.0,33,45,-14.433,-5.561,0.388,-6.762,-0.072,-6.705,-14.821,1.201,-14.361,1.144,True
2011-12,2012-13,2011-12->2012-13,1610612757,POR,POR,260.0,370.0,32,46,-3.682,-1.55,-0.808,-3.491,-0.907,-3.399,-2.875,1.941,-2.775,1.849,True
2011-12,2012-13,2011-12->2012-13,1610612758,SAC,SAC,268.0,292.0,32,38,7.527,-1.238,-6.402,-4.81,-5.784,-4.661,13.929,3.572,13.311,3.423,True
2011-12,2012-13,2011-12->2012-13,1610612759,SAS,SAS,276.0,381.0,31,43,15.755,1.51,7.309,7.019,7.654,6.729,8.445,-5.509,8.101,-5.218,True
2011-12,2012-13,2011-12->2012-13,1610612761,TOR,TOR,281.0,411.0,34,47,-26.083,-25.023,-2.837,-0.052,-3.922,-1.412,-23.247,-24.97,-22.162,-23.611,True
2011-12,2012-13,2011-12->2012-13,1610612762,UTA,UTA,409.0,329.0,41,43,-1.642,5.189,0.694,-0.449,0.523,-0.202,-2.336,5.638,-2.165,5.391,True
2011-12,2012-13,2011-12->2012-13,1610612764,WAS,WAS,190.0,390.0,26,52,-20.27,-20.215,-4.495,-1.394,-4.975,-2.345,-15.775,-18.821,-15.295,-17.87,True
2012-13,2013-14,2012-13->2013-14,1610612737,ATL,ATL,322.0,411.0,40,49,14.637,5.355,-0.336,-1.059,0.319,-0.722,14.973,6.413,14.318,6.076,True
2012-13,2013-14,2012-13->2013-14,1610612751,BKN,BKN,339.0,363.0,40,38,-0.874,-2.224,2.183,-1.221,2.035,-1.279,-3.057,-1.003,-2.909,-0.945,True
2012-13,2013-14,2012-13->2013-14,1610612738,BOS,BOS,424.0,358.0,39,49,-2.675,-24.356,-0.342,-3.603,-0.463,-4.574,-2.333,-20.752,-2.212,-19.781,True
2012-13,2013-14,2012-13->2013-14,1610612766,CHA,CHA,315.0,428.0,40,48,-4.764,2.042,-10.139,-0.48,-9.919,-0.354,5.375,2.522,5.155,2.396,True
2012-13,2013-14,2012-13->2013-14,1610612741,CHI,CHI,369.0,329.0,48,36,6.692,8.102,0.191,1.635,0.499,1.868,6.501,6.467,6.193,6.234,True
2012-13,2013-14,2012-13->2013-14,1610612739,CLE,CLE,409.0,371.0,49,42,-7.113,-6.804,-4.891,-3.396,-5.009,-3.565,-2.222,-3.409,-2.104,-3.24,True
2012-13,2013-14,2012-13->2013-14,1610612742,DAL,DAL,418.0,378.0,47,48,-1.201,12.474,-0.6,1.799,-0.632,2.304,-0.601,10.675,-0.569,10.17,True
2012-13,2013-14,2012-13->2013-14,1610612743,DEN,DEN,446.0,324.0,47,43,11.513,-6.807,4.751,-1.995,5.121,-2.187,6.762,-4.812,6.392,-4.62,True
2012-13,2013-14,2012-13->2013-14,1610612765,DET,DET,285.0,269.0,37,38,-3.342,-24.458,-4.523,-3.01,-4.475,-3.741,1.181,-21.448,1.133,-20.717,True
2012-13,2013-14,2012-13->2013-14,1610612744,GSW,GSW,342.0,407.0,40,43,7.967,6.757,0.598,4.79,0.912,4.897,7.37,1.968,7.056,1.86,True
2012-13,2013-14,2012-13->2013-14,1610612745,HOU,HOU,298.0,347.0,42,41,2.036,15.167,3.544,4.115,3.489,4.573,-1.509,11.052,-1.453,10.593,True
2012-13,2013-14,2012-13->2013-14,1610612754,IND,IND,338.0,288.0,43,36,11.663,19.285,4.038,4.138,4.38,4.702,7.625,15.146,7.283,14.582,True
2012-13,2013-14,2012-13->2013-14,1610612746,LAC,LAC,258.0,321.0,32,42,-0.214,11.838,7.195,7.07,6.937,7.257,-7.409,4.768,-7.151,4.581,True
2012-13,2013-14,2012-13->2013-14,1610612747,LAL,LAL,326.0,248.0,44,38,12.653,0.806,0.599,-6.255,1.119,-6.03,12.054,7.061,11.534,6.836,True
2012-13,2013-14,2012-13->2013-14,1610612763,MEM,MEM,334.0,335.0,45,49,7.52,26.645,4.39,0.535,4.505,1.684,3.13,26.11,3.015,24.961,True
2012-13,2013-14,2012-13->2013-14,1610612748,MIA,MIA,351.0,356.0,40,43,33.118,6.933,7.019,4.946,8.177,5.053,26.099,1.987,24.941,1.881,True
2012-13,2013-14,2012-13->2013-14,1610612749,MIL,MIL,368.0,331.0,44,40,2.483,-21.348,-1.907,-7.705,-1.713,-8.287,4.39,-13.644,4.196,-13.061,True
2012-13,2013-14,2012-13->2013-14,1610612750,MIN,MIN,280.0,345.0,41,41,-7.472,-16.582,-2.021,3.439,-2.219,2.574,-5.451,-20.021,-5.253,-19.156,True
2012-13,2013-14,2012-13->2013-14,1610612740,NOH,NOP,297.0,415.0,42,50,-23.325,-1.738,-3.549,-3.035,-4.37,-2.967,-19.777,1.297,-18.955,1.229,True
2012-13,2013-14,2012-13->2013-14,1610612752,NYK,NYK,265.0,337.0,38,39,5.911,-8.312,4.39,-0.735,4.453,-1.075,1.521,-7.577,1.459,-7.237,True
2012-13,2013-14,2012-13->2013-14,1610612760,OKC,OKC,298.0,351.0,37,43,10.076,3.989,9.843,6.52,9.851,6.408,0.233,-2.531,0.225,-2.419,True
2012-13,2013-14,2012-13->2013-14,1610612753,ORL,ORL,329.0,372.0,43,42,-17.414,-17.265,-6.958,-5.089,-7.409,-5.664,-10.456,-12.176,-10.005,-11.601,True
2012-13,2013-14,2012-13->2013-14,1610612755,PHI,PHI,260.0,278.0,42,34,-5.769,6.007,-3.643,-10.607,-3.718,-10.008,-2.126,16.614,-2.051,16.015,True
2012-13,2013-14,2012-13->2013-14,1610612756,PHX,PHX,305.0,369.0,45,50,-5.561,-0.907,-6.762,2.787,-6.705,2.63,1.201,-3.694,1.144,-3.537,True
2012-13,2013-14,2012-13->2013-14,1610612757,POR,POR,370.0,439.0,46,47,-1.55,12.687,-3.491,3.744,-3.399,4.217,1.941,8.943,1.849,8.47,True
2012-13,2013-14,2012-13->2013-14,1610612758,SAC,SAC,292.0,332.0,38,42,-1.238,-7.567,-4.81,-2.475,-4.661,-2.692,3.572,-5.092,3.423,-4.875,True
2012-13,2013-14,2012-13->2013-14,1610612759,SAS,SAS,381.0,235.0,43,30,1.51,13.127,7.019,7.987,6.729,8.142,-5.509,5.139,-5.218,4.985,True
2012-13,2013-14,2012-13->2013-14,1610612761,TOR,TOR,411.0,416.0,47,53,-25.023,7.921,-0.052,3.012,-1.412,3.28,-24.97,4.909,-23.611,4.641,True
2012-13,2013-14,2012-13->2013-14,1610612762,UTA,UTA,329.0,295.0,43,40,5.189,-12.309,-0.449,-7.415,-0.202,-7.616,5.638,-4.894,5.391,-4.693,True
2012-13,2013-14,2012-13->2013-14,1610612764,WAS,WAS,390.0,485.0,52,46,-20.215,-6.606,-1.394,1.783,-2.345,1.269,-18.821,-8.389,-17.87,-7.875,True
2013-14,2014-15,2013-14->2014-15,1610612737,ATL,ATL,411.0,272.0,49,41,5.355,20.846,-1.059,5.4,-0.722,5.894,6.413,15.446,6.076,14.952,True
2013-14,2014-15,2013-14->2014-15,1610612751,BKN,BKN,363.0,334.0,38,41,-2.224,-10.553,-1.221,-2.606,-1.279,-2.953,-1.003,-7.947,-0.945,-7.6,True
2013-14,2014-15,2013-14->2014-15,1610612738,BOS,BOS,358.0,372.0,49,45,-24.356,-0.806,-3.603,0.318,-4.574,0.266,-20.752,-1.124,-19.781,-1.072,True
2013-14,2014-15,2013-14->2014-15,1610612766,CHA,CHA,428.0,361.0,48,41,2.042,-9.691,-0.48,-3.112,-0.354,-3.42,2.522,-6.578,2.396,-6.271,True
2013-14,2014-15,2013-14->2014-15,1610612741,CHI,CHI,329.0,383.0,36,47,8.102,9.263,1.635,2.717,1.868,3.031,6.467,6.546,6.234,6.232,True
2013-14,2014-15,2013-14->2014-15,1610612739,CLE,CLE,371.0,236.0,42,33,-6.804,9.746,-3.396,4.662,-3.565,4.819,-3.409,5.083,-3.24,4.927,True
2013-14,2014-15,2013-14->2014-15,1610612742,DAL,DAL,378.0,350.0,48,39,12.474,17.891,1.799,2.58,2.304,3.234,10.675,15.311,10.17,14.657,True
2013-14,2014-15,2013-14->2014-15,1610612743,DEN,DEN,324.0,316.0,43,38,-6.807,-7.919,-1.995,-3.084,-2.187,-3.285,-4.812,-4.835,-4.62,-4.634,True
2013-14,2014-15,2013-14->2014-15,1610612765,DET,DET,269.0,317.0,38,39,-24.458,-10.088,-3.01,-0.693,-3.741,-1.073,-21.448,-9.395,-20.717,-9.015,True
2013-14,2014-15,2013-14->2014-15,1610612744,GSW,GSW,407.0,218.0,43,30,6.757,18.93,4.79,9.708,4.897,9.938,1.968,9.222,1.86,8.992,True
2013-14,2014-15,2013-14->2014-15,1610612745,HOU,HOU,347.0,318.0,41,40,15.167,-1.889,4.115,3.665,4.573,3.445,11.052,-5.554,10.593,-5.334,True
2013-14,2014-15,2013-14->2014-15,1610612754,IND,IND,288.0,400.0,36,48,19.285,2.763,4.138,0.065,4.702,0.204,15.146,2.698,14.582,2.559,True
2013-14,2014-15,2013-14->2014-15,1610612746,LAC,LAC,321.0,289.0,42,38,11.838,6.949,7.07,6.877,7.257,6.858,4.768,0.073,4.581,0.092,True
2013-14,2014-15,2013-14->2014-15,1610612747,LAL,LAL,248.0,421.0,38,46,0.806,-14.298,-6.255,-6.718,-6.03,-7.122,7.061,-7.58,6.836,-7.176,True
2013-14,2014-15,2013-14->2014-15,1610612763,MEM,MEM,335.0,389.0,49,44,26.645,13.502,0.535,3.001,1.684,3.522,26.11,10.502,24.961,9.98,True
2013-14,2014-15,2013-14->2014-15,1610612748,MIA,MIA,356.0,279.0,43,40,6.933,11.58,4.946,-3.486,5.053,-2.957,1.987,15.065,1.881,14.537,True
2013-14,2014-15,2013-14->2014-15,1610612749,MIL,MIL,331.0,380.0,40,43,-21.348,-1.943,-7.705,0.749,-8.287,0.625,-13.644,-2.692,-13.061,-2.569,True
2013-14,2014-15,2013-14->2014-15,1610612750,MIN,MIN,345.0,323.0,41,39,-16.582,-3.909,3.439,-9.288,2.574,-9.059,-20.021,5.378,-19.156,5.15,True
2013-14,2014-15,2013-14->2014-15,1610612740,NOP,NOP,415.0,324.0,50,44,-1.738,0.86,-3.035,0.796,-2.967,0.798,1.297,0.064,1.229,0.062,True
2013-14,2014-15,2013-14->2014-15,1610612752,NYK,NYK,337.0,322.0,39,40,-8.312,-9.528,-0.735,-10.135,-1.075,-10.086,-7.577,0.607,-7.237,0.558,True
2013-14,2014-15,2013-14->2014-15,1610612760,OKC,OKC,351.0,354.0,43,42,3.989,-1.327,6.52,2.262,6.408,2.097,-2.531,-3.59,-2.419,-3.424,True
2013-14,2014-15,2013-14->2014-15,1610612753,ORL,ORL,372.0,343.0,42,50,-17.265,0.0,-5.089,-6.142,-5.664,-5.855,-12.176,6.142,-11.601,5.855,True
2013-14,2014-15,2013-14->2014-15,1610612755,PHI,PHI,278.0,281.0,34,35,6.007,-7.159,-10.607,-9.132,-10.008,-9.023,16.614,1.973,16.015,1.863,True
2013-14,2014-15,2013-14->2014-15,1610612756,PHX,PHX,369.0,440.0,50,47,-0.907,1.44,2.787,-1.272,2.63,-1.101,-3.694,2.713,-3.537,2.542,True
2013-14,2014-15,2013-14->2014-15,1610612757,POR,POR,439.0,338.0,47,44,12.687,14.201,3.744,3.875,4.217,4.319,8.943,10.326,8.47,9.882,True
2013-14,2014-15,2013-14->2014-15,1610612758,SAC,SAC,332.0,278.0,42,40,-7.567,-8.98,-2.475,-3.551,-2.692,-3.741,-5.092,-5.43,-4.875,-5.239,True
2013-14,2014-15,2013-14->2014-15,1610612759,SAS,SAS,235.0,356.0,30,38,13.127,-1.57,7.987,6.677,8.142,6.295,5.139,-8.247,4.985,-7.866,True
2013-14,2014-15,2013-14->2014-15,1610612761,TOR,TOR,416.0,366.0,53,43,7.921,-4.301,3.012,3.517,3.28,3.147,4.909,-7.818,4.641,-7.447,True
2013-14,2014-15,2013-14->2014-15,1610612762,UTA,UTA,295.0,309.0,40,41,-12.309,-1.873,-7.415,0.15,-7.616,0.06,-4.894,-2.023,-4.693,-1.933,True
2013-14,2014-15,2013-14->2014-15,1610612764,WAS,WAS,485.0,403.0,46,42,-6.606,-14.382,1.783,1.462,1.269,0.648,-8.389,-15.844,-7.875,-15.03,True
2014-15,2015-16,2014-15->2015-16,1610612737,ATL,ATL,272.0,355.0,41,44,20.846,6.501,5.4,3.754,5.894,3.873,15.446,2.748,14.952,2.628,True
2014-15,2015-16,2014-15->2015-16,1610612751,BKN,BKN,334.0,291.0,41,41,-10.553,-7.093,-2.606,-7.412,-2.953,-7.394,-7.947,0.319,-7.6,0.301,True
2014-15,2015-16,2014-15->2015-16,1610612738,BOS,BOS,372.0,357.0,45,46,-0.806,6.347,0.318,3.157,0.266,3.298,-1.124,3.19,-1.072,3.048,True
2014-15,2015-16,2014-15->2015-16,1610612766,CHA,CHA,361.0,331.0,41,42,-9.691,10.759,-3.112,2.36,-3.42,2.695,-6.578,8.399,-6.271,8.064,True
2014-15,2015-16,2014-15->2015-16,1610612741,CHI,CHI,383.0,425.0,47,46,9.263,-4.471,2.717,-1.25,3.031,-1.419,6.546,-3.221,6.232,-3.052,True
2014-15,2015-16,2014-15->2015-16,1610612739,CLE,CLE,236.0,298.0,33,33,9.746,5.39,4.662,6.321,4.819,6.283,5.083,-0.932,4.927,-0.894,True
2014-15,2015-16,2014-15->2015-16,1610612742,DAL,DAL,350.0,438.0,39,49,17.891,14.375,2.58,-1.26,3.234,-0.394,15.311,15.635,14.657,14.77,True
2014-15,2015-16,2014-15->2015-16,1610612743,DEN,DEN,316.0,399.0,38,50,-7.919,-6.256,-3.084,-3.113,-3.285,-3.271,-4.835,-3.143,-4.634,-2.984,True
2014-15,2015-16,2014-15->2015-16,1610612765,DET,DET,317.0,363.0,39,42,-10.088,10.495,-0.693,-0.122,-1.073,0.339,-9.395,10.616,-9.015,10.156,True
2014-15,2015-16,2014-15->2015-16,1610612744,GSW,GSW,218.0,305.0,30,34,18.93,35.986,9.708,9.68,9.938,10.635,9.222,26.306,8.992,25.351,True
2014-15,2015-16,2014-15->2015-16,1610612745,HOU,HOU,318.0,396.0,40,48,-1.889,11.343,3.665,-0.572,3.445,0.012,-5.554,11.915,-5.334,11.331,True
2014-15,2015-16,2014-15->2015-16,1610612754,IND,IND,400.0,451.0,48,52,2.763,-6.621,0.065,2.118,0.204,1.634,2.698,-8.739,2.559,-8.255,True
2014-15,2015-16,2014-15->2015-16,1610612746,LAC,LAC,289.0,355.0,38,42,6.949,8.787,6.877,4.294,6.858,4.493,0.073,4.493,0.092,4.294,True
2014-15,2015-16,2014-15->2015-16,1610612747,LAL,LAL,421.0,235.0,46,33,-14.298,-7.73,-6.718,-9.728,-7.122,-9.678,-7.58,1.998,-7.176,1.947,True
2014-15,2015-16,2014-15->2015-16,1610612763,MEM,MEM,389.0,356.0,44,44,13.502,11.359,3.001,-3.03,3.522,-2.384,10.502,14.389,9.98,13.743,True
2014-15,2015-16,2014-15->2015-16,1610612748,MIA,MIA,279.0,359.0,40,43,11.58,15.931,-3.486,1.039,-2.957,1.722,15.065,14.891,14.537,14.209,True
2014-15,2015-16,2014-15->2015-16,1610612749,MIL,MIL,380.0,326.0,43,40,-1.943,6.183,0.749,-4.981,0.625,-4.489,-2.692,11.165,-2.569,10.672,True
2014-15,2015-16,2014-15->2015-16,1610612750,MIN,MIN,323.0,436.0,39,50,-3.909,-3.584,-9.288,-3.559,-9.059,-3.545,5.378,-0.025,5.15,-0.039,True
2014-15,2015-16,2014-15->2015-16,1610612740,NOP,NOP,324.0,352.0,44,45,0.86,-5.01,0.796,-3.623,0.798,-3.692,0.064,-1.387,0.062,-1.317,True
2014-15,2015-16,2014-15->2015-16,1610612752,NYK,NYK,322.0,339.0,40,41,-9.528,-11.139,-10.135,-2.392,-10.086,-2.776,0.607,-8.746,0.558,-8.363,True
2014-15,2015-16,2014-15->2015-16,1610612760,OKC,OKC,354.0,369.0,42,43,-1.327,-8.556,2.262,8.121,2.097,7.354,-3.59,-16.677,-3.424,-15.91,True
2014-15,2015-16,2014-15->2015-16,1610612753,ORL,ORL,343.0,412.0,50,43,0.0,-3.116,-6.142,-1.559,-5.855,-1.646,6.142,-1.557,5.855,-1.47,True
2014-15,2015-16,2014-15->2015-16,1610612755,PHI,PHI,281.0,262.0,35,35,-7.159,-44.903,-9.132,-9.051,-9.023,-10.227,1.973,-35.852,1.863,-34.677,True
2014-15,2015-16,2014-15->2015-16,1610612756,PHX,PHX,440.0,265.0,47,38,1.44,-27.518,-1.272,-5.759,-1.101,-6.486,2.713,-21.759,2.542,-21.032,True
2014-15,2015-16,2014-15->2015-16,1610612757,POR,POR,338.0,308.0,44,42,14.201,-1.967,3.875,0.89,4.319,0.782,10.326,-2.856,9.882,-2.749,True
2014-15,2015-16,2014-15->2015-16,1610612758,SAC,SAC,278.0,330.0,40,43,-8.98,-13.22,-3.551,-1.879,-3.741,-2.329,-5.43,-11.341,-5.239,-10.891,True
2014-15,2015-16,2014-15->2015-16,1610612759,SAS,SAS,356.0,217.0,38,30,-1.57,18.636,6.677,10.899,6.295,11.101,-8.247,7.737,-7.866,7.535,True
2014-15,2015-16,2014-15->2015-16,1610612761,TOR,TOR,366.0,363.0,43,51,-4.301,8.247,3.517,4.259,3.147,4.434,-7.818,3.987,-7.447,3.813,True
2014-15,2015-16,2014-15->2015-16,1610612762,UTA,UTA,309.0,403.0,41,42,-1.873,-19.409,0.15,3.065,0.06,1.833,-2.023,-22.474,-1.933,-21.242,True
2014-15,2015-16,2014-15->2015-16,1610612764,WAS,WAS,403.0,295.0,42,34,-14.382,-3.158,1.462,-0.429,0.648,-0.528,-15.844,-2.729,-15.03,-2.63,True
2015-16,2016-17,2015-16->2016-17,1610612737,ATL,ATL,355.0,369.0,44,44,6.501,14.057,3.754,-1.404,3.873,-0.696,2.748,15.461,2.628,14.753,True
2015-16,2016-17,2015-16->2016-17,1610612751,BKN,BKN,291.0,288.0,41,40,-7.093,-16.413,-7.412,-6.123,-7.394,-6.489,0.319,-10.29,0.301,-9.924,True
2015-16,2016-17,2015-16->2016-17,1610612738,BOS,BOS,357.0,403.0,46,48,6.347,10.054,3.157,2.224,3.298,2.617,3.19,7.83,3.048,7.436,True
